Code,title,Fully Specified Name,Description,Inclusions,Exclusions
2C73.1,Dysgerminoma of ovary,,"A malignant germ cell tumour arising from the ovary. Morphologically, it is identical to seminoma and consists of a monotonous population of germ cells with abundant pale cytoplasm and uniform nuclei. The stroma invariably contains chronic inflammatory cells, mostly T-lymphocytes. It responds to chemotherapy or radiotherapy and the prognosis relates to the tumour stage.",Malignant dysgerminomatous germ cell tumour of ovary,
2C73.2,Granulosa cell malignant tumour of ovary,,An aggressive granulosa cell tumour that arises from the ovary and metastasizes to other anatomic sites.,,
2C73.3,Malignant teratoma of ovary,,"A malignant germ cell tumour arising from the ovary. It usually affects females in their first two decades of life. It contains variable amounts of immature embryonal tissues. Based on the amount of immature neuroepithelial component, immature teratomas are graded from 1 to 3. The stage and grade of the tumour and the grade of the metastatic tumour are the important factors that predict prognosis. The use of cisplatin-based combination chemotherapy has significantly improved the survival rates of the patients.",,
2C73.4,"Serous cystadenoma, borderline malignancy of ovary",,,,
2C73.5,"Endodermal sinus tumour, unspecified site, female",,,,
2C74,Malignant neoplasms of fallopian tube,,"Malignant neoplasms of the fallopian tube are much less common than the corresponding ovarian neoplasms; however, histologically the same surface epithelial-stromal tumour subtypes are recognised. Sex cord-stromal and germ cell tumours are rare. Hydatidiform moles and gestational choriocarcinoma are uncommon complications of tubal ectopic pregnancy. The wolffian adnexal tumour is also infrequent and typically occurs in the leaves of the broad ligament. The risk factors appear similar to those of the ovary. Fallopian tube carcinomas are a component of the hereditary breast-ovarian cancer syndrome caused by BRCA1 and BRCA2 germline mutations.",,Malignant mesenchymal neoplasms; Malignant neoplasm metastasis in fallopian tube
2C74.0,Adenocarcinoma of fallopian tube,,"An adenocarcinoma that arises from the fallopian tube. Histologic subtypes include clear cell, endometrioid, serous, and mucinous adenocarcinoma. It spreads to adjacent organs, regional lymph nodes, and peritoneum.",,
2C75,Malignant neoplasms of placenta,,,,"Malignant mesenchymal neoplasms; hydatidiform mole, NOS"
2C75.0,Malignant trophoblastic neoplasms of placenta,,A diverse group of pregnancy-related tumours characterised by excessive proliferation of trophoblasts. Representative examples include gestational choriocarcinoma and placental site trophoblastic tumour.,,
2C76,Malignant neoplasms of corpus uteri,,"A primary malignant neoplasm that affects the uterine corpus. Representative examples include endometrial carcinoma, carcinosarcoma and adenosarcoma.",,"Malignant neoplasm metastasis in corpus uteri; Malignant neoplasm metastasis in endometrium; Malignant neoplasm metastasis in myometrium; Endometrial stromal sarcoma, primary site"
2C76.0,Endometrial endometrioid adenocarcinoma,,,,
2C76.1,Endometrial mucinous adenocarcinoma,,,,
2C76.2,Endometrial clear cell adenocarcinoma,,,,
2C76.3,Endometrial serous adenocarcinoma,,,,
2C76.4,Endometrial mixed adenocarcinoma,,,,
2C76.40,Endometrial squamous cell carcinoma,,,,
2C76.41,Endometrial small cell carcinoma,,,,
2C76.42,Endometrial undifferentiated carcinoma,,,,
2C76.43,Carcinosarcoma of uterus,,,,
2C77,Malignant neoplasms of cervix uteri,,Primary malignant neoplasm involving the cervix.,,Malignant neoplasm metastasis in cervix
2C77.0,Squamous cell carcinoma of cervix uteri,,"A squamous cell carcinoma arising from the cervical epithelium. It usually evolves from a precancerous cervical lesion. Increased numbers of sexual partners and human papillomavirus (HPV) infection are risk factors for cervical squamous cell carcinoma. The following histologic patterns have been described: Conventional squamous cell carcinoma, papillary squamous cell carcinoma, transitional cell carcinoma, lymphoepithelioma-like carcinoma, verrucous carcinoma, condylomatous carcinoma and spindle cell carcinoma. Survival is most closely related to the stage of disease at the time of diagnosis.",,
2C77.1,Adenocarcinoma of cervix uteri,,"An adenocarcinoma arising from the cervical epithelium. It accounts for approximately 15% of invasive cervical carcinomas. Increased numbers of sexual partners and human papillomavirus (HPV) infection are risk factors. Grossly, advanced cervical adenocarcinoma may present as an exophytic mass, an ulcerated lesion, or diffuse cervical enlargement. Microscopically, the majority of cervical adenocarcinomas are of the endocervical (mucinous) type.",,
2C77.2,Adenosquamous carcinoma of cervix uteri,,,,
2C77.3,Neuroendocrine carcinoma of cervix uteri,,,,
2C78,"Malignant neoplasms of uterus, part not specified",,Primary malignant neoplasms of unspecified part of uterus,,Malignant neoplasm metastasis in endometrium; Malignant neoplasm metastasis in myometrium
2C79,Malignant neoplasm involving overlapping sites of female genital organs,,,Malignant neoplasm of female genital organs whose point of origin cannot be classified to any other existing entity,
2C80,Malignant neoplasms of testis,,"Malignant neoplasms of testis are primary malignant neoplasm that affects the testis. More than 90% of testicular tumours are of germ cell origin. 
Approximately 50% of germ cell tumours are seminomas, and the vast majority of the remainder are either pure forms of other subtypes or mixed germ cell tumours usually referred to as “non-seminomatous germ cell tumours” (NSGCTs). Seminomas and NSGCTs show differences in biological behaviour, and their precise classification has a profound effect on patient care. 
Remaining malignancies of testis include mesenchymal, haematolymhoid tumours or sporadically other histological subtypes, however they are classified in the corresponding categories.",,Malignant mesenchymal neoplasms; Neoplasms of haematopoietic or lymphoid tissues; Malignant neoplasm metastasis in testicle
2C80.2,Germ cell tumour of testis,,"A germ cell tumour arising from the testis. Representative examples include teratoma, seminoma, embryonal carcinoma, and yolk sac tumour.",,
2C81,Malignant neoplasms of penis,,A primary malignant neoplasm that affects the penis. Representative examples include penile carcinoma.,,Malignant mesenchymal neoplasms; Malignant neoplasm metastasis in penis
2C81.0,Squamous cell carcinoma of penis,,"A squamous cell carcinoma arising from the penis. It occurs chiefly in the squamous epithelium of the glans, coronal sulcus, and foreskin. Etiologic factors include phimosis, lichen sclerosus, smoking, ultraviolet irradiation, history of warts or condylomas, and lack of circumcision. Human papilloma virus is present in a subset of penile squamous cell carcinomas. Patients may present with an exophytic or flat ulcerative mass in the glans or a large primary tumour with inguinal nodal and skin metastases. Morphologic variants include the basaloid carcinoma, warty (condylomatous) carcinoma, verrucous carcinoma, and sarcomatoid (spindle cell) carcinoma.",,
2C81.1,Melanoma of penis,,,Melanoma of mucocutaneous epithelium of penis; Melanoma of skin of penis,
2C82,Malignant neoplasms of prostate,,"Prostate cancer contributes significantly to the overall cancer burden and is the most common malignant neoplasm in men. The number of cases has steadily increased over recent decades, partly due to rising life expectancy. Additional contributing factors include aspects of the Western lifestyle, such as high-calorie diets and reduced physical activity. Epidemiological data suggest that incidence rates vary among populations, with the highest rates observed in individuals of African descent, followed by those of European descent, while rates are lowest in some Asian populations. The impact of prostate-specific antigen (PSA) screening on mortality reduction is currently under evaluation. Histopathological diagnosis and grading remain critical components in the clinical management of prostate cancer.",,Malignant mesenchymal neoplasms
2C82.0,Adenocarcinoma of prostate,,"An adenocarcinoma arising from the prostate gland. It is one of the most common malignant tumours afflicting men. The majority of adenocarcinomas arise in the peripheral zone and a minority occurs in the central or the transitional zone of the prostate gland. Grading of prostatic adenocarcinoma predicts disease progression and correlates with survival. Several grading systems have been proposed, of which the Gleason system is the most commonly used. Gleason sums of 2 to 4 represent well-differentiated disease, 5 to 7 moderately differentiated disease and 8 to 10 poorly differentiated disease. Prostatic-specific antigen (PSA) serum test is widely used as a screening test for the early detection of prostatic adenocarcinoma.",,
2C83,Malignant neoplasms of scrotum,,,malignant neoplasm of skin of scrotum,Malignant mesenchymal neoplasms
2C83.0,Squamous cell carcinoma of scrotum,,,,
2C84,Malignant neoplasms of other specified male genital organs,,,,Malignant mesenchymal neoplasms
2C90,"Malignant neoplasms of kidney, except renal pelvis",,"Cancer of the kidney amounts to 2% of the total human cancer burden, with approximately 190,000 new cases diagnosed each year. They occur in all world regions, with a preference for developed countries. Etiological factors include environmental carcinogens (tobacco smoking) and lifestyle factors, in particular obesity. Although renal tumours can be completely removed surgically, haematogeneous metastasis is frequent and may occur already at an early stage of the disease. The pattern of somatic mutations in kidney tumours has been extensively investigated and has become, in addition to histopathology, a major criterion for classification. Kidney tumours also occur in the setting of several inherited cancer syndromes, including von Hippel-Lindau disease.",,Malignant mesenchymal neoplasms; Malignant neoplasm metastasis in kidney or renal pelvis; Malignant neoplasms of renal pelvis; Malignant neoplasm of renal calyces
2C90.0,"Renal cell carcinoma of kidney, except renal pelvis",,"There is a strong correlation between cigarette smoking and the development of renal cell carcinoma. The clinical presentation includes: haematuria, flank pain and a palpable lumbar mass. A high percentage of renal cell carcinomas are diagnosed when an ultrasound is performed for other purposes. Diagnostic procedures include: ultrasound, intravenous pyelography and computerised tomography (CT).",,
2C91,Malignant neoplasms of renal pelvis,,Primary abnormal malignant growth of the cells within the renal pelvis.,malignant neoplasm of pelviureteric junction; malignant neoplasm of renal calyces,Malignant mesenchymal neoplasms; Secondary malignant neoplasm of renal pelvis; renal pelvis metastasis
2C91.0,Urothelial carcinoma of renal pelvis,,,,
2C92,Malignant neoplasms of ureter,,A primary or metastatic malignant neoplasm [primary malignant neoplasm spreading elsewhere] involving the ureter. The majority are carcinomas.,,Malignant mesenchymal neoplasms; Ureter metastasis; malignant neoplasm of ureteric orifice of bladder
2C92.0,Urothelial carcinoma of ureter,,,,
2C93,Malignant neoplasms of urethra or paraurethral gland,,,,Malignant mesenchymal neoplasms; Urethral metastasis
2C93.0,Adenocarcinoma of urethra or paraurethral gland,,,,
2C93.1,Squamous cell carcinoma of urethra or paraurethral gland,,,,
2C93.2,Urothelial carcinoma of urethra or paraurethral gland,,,,
2C94,Malignant neoplasms of bladder,,A primary or metastatic malignant neoplasm [primary malignant neoplasm spreading elsewhere] involving the bladder.,,Malignant mesenchymal neoplasms; Malignant neoplasm metastasis in bladder
2C94.0,Adenocarcinoma of urinary bladder,,A rare adenocarcinoma arising from metaplastic bladder epithelium. It is frequently associated with long-standing local irritation. The majority of cases originate from the trigone and the posterior wall of the bladder.,,
2C94.1,Squamous cell carcinoma of urinary bladder,,"A squamous cell carcinoma of the bladder arising from metaplastic epithelium. It represents less than 10% of bladder carcinomas. The exception is the Middle East along the Nile Valley, where it represents the most common form of carcinoma because of the endemic nature of schistosomiasis. Bladder squamous cell carcinoma is often associated with long-standing chronic inflammation of the bladder and usually has a poor prognosis. The diagnosis of squamous cell carcinoma of the bladder should be reserved for those tumours that are predominantly keratin forming.",,
2C94.2,Urothelial carcinoma of bladder,,,,
2C95,Malignant neoplasm involving overlapping sites of urinary organs,,Malignant neoplasm of urinary organs whose point of origin cannot be classified to any other existing category,,Malignant mesenchymal neoplasms
2C95.0,Adenocarcinoma involving overlapping sites of urinary organs,,,,
2C95.1,Squamous cell carcinomas involving overlapping sites of urinary organs,,,,
2C95.2,Urothelial carcinoma involving overlapping sites of urinary organs,,,,
2D00,Malignant neoplasm of conjunctiva,,A malignant growth of cells within the conjunctiva of the eye.,,Malignant mesenchymal neoplasms
2D00.0,Melanoma of conjunctiva,,A malignant melanoma within the conjunctiva of the eye.,,
2D00.1,Malignant neoplasm of caruncle,,"This is a broad group of diseases involving unregulated cell growth of a small, red portion of the corner of the eye that contains modified sebaceous and sweat glands.",,
2D00.2,Squamous cell carcinoma of conjunctiva,,,,
2D01,Malignant neoplasm of cornea,,A malignant growth of cells within the cornea of the eye.,,Malignant mesenchymal neoplasms
2D01.0,Melanoma of cornea,,A melanoma within the cornea of the eye.,,
2D01.1,Squamous cell carcinoma of cornea,,,,
2D02,Malignant neoplasm of retina,,Abnormal growth of cells comprising the retina with malignant characteristics.,,Malignant mesenchymal neoplasms
2D02.0,Adenocarcinoma of retinal pigment epithelium,,"This is a cancer of an epithelium that originates in glandular tissue. Epithelial tissue includes, but is not limited to, the surface layer of skin, glands, and a variety of other tissue that lines the cavities and organs of the body. This diagnosis is with the pigmented cell layer just outside the neurosensory retina that nourishes retinal visual cells, and is firmly attached to the underlying choroid and overlying retinal visual cells.",,
2D02.1,Malignant neuroepithelial tumours of retina,,,,
2D02.2,Retinoblastoma,,"Retinoblastoma is the most common intraocular malignancy in children. It is a life threatening condition but is potentially curable. It can be hereditary or non-hereditary, unilateral or bilateral (unilateral retinoblastoma, bilateral retinoblastoma, see these terms).",,
2D03,Malignant neoplasm of lacrimal apparatus,,,,Malignant mesenchymal neoplasms
2D03.0,Adenocarcinoma of the lacrimal apparatus,,,,
2D03.1,Mucoepidermoid carcinoma of lacrimal apparatus,,,,
2D03.2,Squamous cell carcinoma of the lacrimal apparatus,,,,
2D04,Malignant neoplasm of orbit,,A primary or metastatic malignant neoplasm involving the orbit.,,Malignant neoplasm metastasis in orbit; malignant neoplasm of orbital bone; Benign neoplasm of orbital bone
2D05,Malignant neoplasm of choroid,,,,
2D05.0,Melanoma of choroid,,,,
2D06,Malignant neoplasm of ciliary body,,,Malignant neoplasm of eyeball,
2D06.0,Adenocarcinoma of ciliary epithelium,,,,
2D06.1,Malignant medulloepithelioma of ciliary body,,,,
2D06.3,Malignant neuroepithelial tumours of ciliary body,,,,
2D06.4,Melanoma of ciliary body,,,,
2D07,Malignant neoplasm of iris,,,,
2D07.0,Adenocarcinoma of iris epithelium,,,,
2D07.1,Malignant neuroepithelial tumours of iris,,,,
2D07.2,Melanoma of iris,,,,
2D10,Malignant neoplasms of thyroid gland,,Primary malignant neoplasms originating in the thyroid gland.,,Malignant mesenchymal neoplasms
2D10.0,Follicular carcinoma of thyroid gland,,"A differentiated adenocarcinoma arising from the follicular cells of the thyroid gland. The nuclear features which characterise the thyroid gland papillary carcinoma are absent. Radiation exposure is a risk factor and it comprises approximately 10% to 15% of thyroid cancers. Clinically, it usually presents as a solitary mass in the thyroid gland. It is generally unifocal and thickly encapsulated and shows invasion of the capsule or the vessels. Diagnostic procedures include: thyroid ultrasound and fine needle biopsy.",,
2D10.1,Papillary carcinoma of thyroid gland,,"A differentiated adenocarcinoma arising from the follicular cells of the thyroid gland. Radiation exposure is a risk factor and it is the most common malignant thyroid lesion, comprising 75% to 80% of all thyroid cancers in iodine sufficient countries. Diagnostic procedures include: thyroid ultrasound, and fine needle biopsy. Microscopically, the diagnosis is based on the distinct characteristics of the malignant cells, which include enlargement, oval shape, elongation, and overlapping of the nuclei. The nuclei also display clearing or have a ground glass appearance.",,
2D10.2,Poorly differentiated carcinoma of thyroid gland,,,,
2D10.3,Undifferentiated carcinoma of thyroid gland,,"A primary carcinoma of the thyroid gland composed of undifferentiated cells. The malignant cells demonstrate evidence of epithelial differentiation, either by immunohistochemistry or electron microscopic studies. Microscopically, in the majority of cases there is a mixture of spindle, epithelioid, and giant cells. The vast majority of the patients present with a rapidly enlarging neck mass. The clinical course is invariably aggressive.",anaplastic carcinoma of thyroid gland,
2D10.4,Medullary carcinoma of thyroid gland,,A neuroendocrine carcinoma arising from the C-cells of the thyroid gland. It is closely associated with multiple endocrine neoplasia syndromes. Approximately 10% to 20% of medullary thyroid carcinomas are familial. Patients usually present with a thyroid nodule that is painless and firm. In the majority of cases nodal involvement is present at diagnosis.,,
2D11,Malignant neoplasms of adrenal gland,,"Tumours arising from the adrenal cortex include adenomas and carcinomas. These are rare neoplasms but may cause a variety of hormonal symptoms, including hyperaldosteronism, Cushing syndrome, and virilisation. A small fraction of adrenocortical tumours are associated with an inherited tumour syndrome, including Li-Fraumeni syndrome and Carney complex.
Benign and malignant phaeochromocytomas arise in the adrenal medulla and are derived from chromaffin cells of neural crest origin. Phaeochromocytomas may occur in the setting of several hereditary conditions, including multiple endocrine neoplasia types 2a and 2b, von Hippel Lindau disease and neurofibromatosis.
Extra adrenal paragangliomas arise from chromaffin cells in sympathoadrenal and parasympathetic paraganglia. They occur in many parts of the body and can pose a significant challenge to surgeons and oncologists. Some function as chemoreceptors, others are endocrinologically active. Familial paragangliomas are associated with mutations of the mitochondrial complex II genes.",,Malignant mesenchymal neoplasms; Malignant neoplasm metastasis in adrenal gland
2D11.0,Adenocarcinoma of adrenal gland,,,,
2D11.1,Malignant phaeochromocytoma of adrenal gland,,,,
2D11.2,Neuroblastoma of adrenal gland,,"Neuroblastomas are malignant tumours that form in certain types of the nerve tissue. It most often begins in the adrenal gland. About 1 out of 3 neuroblastomas start in the adrenal glands and about 1 out of 4 begin in sympathetic nerve ganglia in the abdomen. Most of the rest start in sympathetic ganglia near the spine in the chest or neck, or in the pelvis.",,
2D12,Malignant neoplasms of other endocrine glands or related structures,,,,Malignant mesenchymal neoplasms; Malignant neoplasms of adrenal gland; Malignant neoplasms of testis; Malignant neoplasms of ovary; Malignant neoplasm of pancreas; Malignant neoplasms of thyroid gland; Malignant neoplasms of thymus
2D12.0,"Malignant epithelial neoplasms of other endocrine glands or related structures, unspecified type",,,,
2D12.1,Adenocarcinoma of other endocrine glands or related structures,,,,
2D40,Adenocarcinoma of unspecified site,,"A common cancer characterised by the presence of malignant glandular cells. Morphologically, adenocarcinomas are classified according to the growth pattern (e.g., papillary, alveolar) or according to the secreting product (e.g., mucinous, serous). Representative examples of adenocarcinoma are ductal and lobular breast carcinoma, lung adenocarcinoma, renal cell carcinoma, hepatocellular carcinoma (hepatoma), colon adenocarcinoma, and prostate adenocarcinoma.",,
2D41,Unspecified carcinoma of unspecified site,,,,
2D42,Malignant neoplasms of ill-defined sites,,Malignant neoplasms of ill defined sites is used for cases where the documentation refers to a site that includes multiple organ systems and tissue types that should be coded separately.,,
2D43,"Malignant neoplasms of independent, multiple primary sites",,,,
2D44,"Malignant neoplasm, primary site unknown, so stated",,,,
2D50,Malignant neoplasm metastasis in brain,,A malignant neoplasm that has spread to the brain from another anatomic site or system. The majority are carcinomas (usually lung or breast carcinomas).,,
2D51,Malignant neoplasm metastasis in meninges,,,,
2D52,"Malignant neoplasm metastasis in spinal cord, cranial nerves or paraspinal nerves",,,,
2D60,Malignant neoplasm metastasis in lymph node of a single region,,,,
2D60.0,"Malignant neoplasm metastasis in lymph nodes of head, face or neck",,,,
2D60.1,Malignant neoplasm metastasis in intrathoracic lymph nodes,,,,
2D60.2,Malignant neoplasm metastasis in intra-abdominal lymph nodes,,,,
2D60.3,Malignant neoplasm metastasis in axillary lymph nodes,,,,
2D60.4,Malignant neoplasm metastasis in inguinal lymph nodes,,,,
2D60.5,Malignant neoplasm metastasis in intrapelvic lymph nodes,,,,
2D61,Malignant neoplasm metastases in lymph nodes of multiple regions,,,,
2D70,Malignant neoplasm metastasis in lung,,,,Malignant neoplasms of bronchus or lung
2D71,Malignant neoplasm metastasis in mediastinum,,The spread of cancer to the mediastinum from an adjacent or distant anatomic site.,,
2D72,Malignant neoplasm metastasis in pleura,,The spread of cancer to the pleura from an adjacent or distant anatomic site.,,
2D73,Malignant neoplasm metastasis in upper respiratory tract organs,,,,
2D80,Malignant neoplasm metastasis in liver or intrahepatic bile duct,,Malignant neoplasms that have metastasized to the liver from extrahepatic primary tumours.,,
2D80.0,Malignant neoplasm metastasis in liver,,,,
2D80.1,Malignant neoplasm metastasis in intrahepatic bile duct,,,,
2D81,Malignant neoplasm metastasis in pancreas,,"A malignant neoplasm that has spread to the pancreas from another anatomic site. Representative examples include metastatic carcinomas from the gastrointestinal tract, metastatic melanomas, and renal cell carcinomas.",,
2D82,Malignant neoplasm metastasis in extrahepatic bile ducts,,,,
2D83,Malignant neoplasm metastasis in ampulla of Vater,,,,
2D84,Malignant neoplasm metastasis in the small intestine,,"The spread of cancer to the small intestine. This may be from a primary intestinal cancer, or from a cancer at a distant site.",,
2D85,Malignant neoplasm metastasis in large intestine,,"The spread of cancer to the large intestine; this may be from a primary colon or rectal cancer to another location in the large intestine, or from a cancer at a distant site or organ.",Malignant neoplasm metastasis in colon; Malignant neoplasm metastasis in rectum,
2D86,Malignant neoplasm metastasis in anus,,Malignant tumour that metastasized in the anus and anal canal.,,
2D90,Malignant neoplasm metastasis in retroperitoneum,,,,
2D91,Malignant neoplasm metastasis in peritoneum,,,,
2E00,Malignant neoplasm metastasis in kidney or renal pelvis,,"The spread of the cancer to the kidney. This may be from a primary kidney cancer involving the opposite kidney, or from a cancer at a distant site.",,
2E01,Malignant neoplasm metastasis in bladder,,"Tumours of the urinary bladder that originate from an extravesical, non-urothelial tract neoplasm",,
2E02,Malignant neoplasm metastasis in other or unspecified urinary system organs,,,,
2E03,Malignant neoplasm metastasis in bone or bone marrow,,The spread of a malignant neoplasm from a primary site to the skeletal system. The majority of metastatic neoplasms to the bone are carcinomas.,,
2E04,Malignant neoplasm metastasis in soft tissue,,,,
2E05,Malignant neoplasm metastasis in female reproductive system,,,,
2E05.0,Malignant neoplasm metastasis in ovary,,"The spread of the cancer to the ovary. This may be from a primary ovarian cancer involving the opposite ovary, or from a cancer at a distant site.",,
2E06,Malignant neoplasm metastasis in male genital organs,,,,
2E07,Malignant neoplasm metastasis in adrenal gland,,"A malignant tumour that has spread to the adrenal gland from an adjacent or distant anatomic site. The majority of cases are metastatic carcinomas, and less frequently lymphomas.",,
2E08,Malignant neoplasm metastasis in skin,,"Involvement of the skin by metastatic spread from a known or unknown primary malignant neoplasm. The secondary deposit may result from local migration of malignant cells, or from regional lymphatic or haematogenous spread from more distant sites.",,
2E09,Malignant neoplasm metastasis in peripheral nervous system,,,,
2E60,"Carcinoma in situ of oral cavity, oesophagus or stomach",,,,Melanoma in situ neoplasms
2E60.0,"Carcinoma in situ of lip, oral cavity or pharynx",,,,"Carcinoma in situ of aryepiglottic fold, laryngeal aspect; Carcinoma in situ of epiglottis nos; Carcinoma in situ of epiglottis, suprahyoid portion; Carcinoma in situ of skin of lip"
2E60.1,Carcinoma in situ of oesophagus,,"Stage 0 includes: For squamous cell carcinoma: Tis (HGD), N0, M0, G1, GX, tumour location: Any. For adenocarcinoma: Tis (HGD), N0, M0, G1, GX. Tis: High-grade dysplasia. N0: No regional lymph node metastasis. M0: No distant metastasis. G1: Well differentiated. GX: Grade cannot be assessed-stage grouping as G1. tumour location: Location of the primary cancer site is defined by the position of the upper (proximal) edge of the tumour in the esophagus.",,
2E60.2,Carcinoma in situ of stomach,,"Stage 0 includes: Tis, N0, M0. Tis: Carcinoma in situ: intraepithelial tumour without invasion of the lamina propria. N0: No regional lymph node metastasis. M0: No distant metastasis.",,
2E61,Carcinoma in situ of other or unspecified digestive organs,,,,Melanoma in situ neoplasms
2E61.0,Carcinoma in situ of colon,,"Stage 0 includes: Tis, N0, M0. Tis: Carcinoma in situ: intraepithelial or invasion of lamina propria. N0: No regional lymph node metastasis. M0: No distant metastasis.",,
2E61.1,Carcinoma in situ of rectum,,Malignant epithelial tumour of rectum that has not invaded adjacent tissue of the large intestine.,,
2E61.2,Carcinoma in situ of anal canal,,Malignant epithelial tumour that has not invaded beyond the epithelium of the anal canal.,,Carcinoma in situ of anal margin; Carcinoma in situ of anal skin; Carcinoma in situ of perianal skin
2E61.3,"Carcinoma in situ of gallbladder, biliary tract or ampulla of Vater",,"An early form of cancer of gallbladder, biliary tract or ampulla of Vater without invasion of tumour cells into the surrounding tissue, usually before penetration through the basement membrane.",,
2E62,Carcinoma in situ of middle ear or respiratory system,,,,Melanoma in situ neoplasms
2E62.0,Carcinoma in situ of larynx,,,,"Carcinoma in situ of aryepiglottic fold, NOS; Carcinoma in situ of aryepiglottic fold, hypopharyngeal aspect; Carcinoma in situ of aryepiglottic fold, marginal zone"
2E62.1,Carcinoma in situ of trachea,,,,
2E62.2,Carcinoma in situ of bronchus or lung,,,,
2E63,Melanoma in situ neoplasms,,"Stage 0 includes: Tis, N0, M0. Tis: Melanoma in situ. N0: No regional lymph node metastases. M0: No detectable evidence of distant metastases.",,
2E63.0,Melanoma in situ of skin,,Malignant melanoma confined to the epidermis and described as being in radial growth phase.,,
2E63.00,Lentigo maligna,,"An atypical proliferation of atypical melanocytes in the dermal-epidermal junction, without infiltration of the papillary or reticular dermis. The melanocytic proliferation is associated with actinic damage and epidermal atrophy. It usually occurs in the sun-exposed skin of elderly people. It is a form of melanoma in situ and in approximately 5% of cases it progresses to lentigo maligna melanoma.",,
2E63.1,Melanoma in situ of conjunctiva,,,,
2E64,Carcinoma in situ of skin,,"Stage 0 includes: Tis, N0, M0. Tis: Carcinoma in situ. N0: No regional lymph node metastasis. M0: No clinical or radiographic evidence of distant metastasis.",,Melanoma in situ neoplasms
2E64.0,Intraepidermal squamous cell carcinoma,,"It arises most frequently on chronically sun-exposed glabrous skin of the head and neck or lower legs. It typically presents as single or multiple well-demarcated scaly erythematous patches, nodules or plaques which histologically show extensive keratinocytic atypia. It may develop from preexisting actinic keratosis (Actinic intraepidermal squamous cell carcinoma). Although it is most commonly associated with exposure to ultraviolet radiation, other carcinogens such as arsenic and tar may be implicated. Human papilloma virus may represent an additional risk factor in immunosuppressed patients.",,
2E64.00,Bowen disease of skin,,"Intraepidermal squamous cell carcinoma due to predisposing factors including chronic human papilloma virus infection, arsenic ingestion, ionising radtiation and chronic immunosuppression.",,
2E64.01,Actinic intraepidermal squamous cell carcinoma,,Intraepidermal squamous cell carcinoma attributable to chronic exposure to ultraviolet radiation and typically developing from a pre-existing actinic keratosis,,
2E64.1,Extramammary Paget disease of skin,,An intraepithelial adenocarcinoma of apocrine gland-bearing skin and mucous membrane. Clinically it presents as sharply demarcated erythematous plaques most commonly affecting the vulva in women and perianal skin in men.,,
2E64.2,Carcinoma in situ of anal margin or perianal skin,,"Carcinoma in situ of anal margin or perianal skin is most commonly squamous and related to oncogenic HPV strains, HIV infection or both. It may present as warty pigmented patches (Bowenoid papulosis).",,
2E65,Carcinoma in situ of breast,,,,carcinoma in situ of skin of breast; melanoma in situ of breast (skin)
2E65.0,Lobular carcinoma in situ of breast,,,,
2E65.1,"Lobular carcinoma in situ of breast, pleomorphic subtype",,,,
2E65.2,Ductal carcinoma in situ of breast,,,,Atypical ductal hyperplasia of breast
2E65.3,"Ductal carcinoma in situ of breast, comedo subtype",,,,
2E65.4,Mixed ductal and lobular carcinoma in situ of breast,,"The co-existence of ductal and lobular carcinoma in situ in the breast, without evidence of stromal invasion.",,
2E65.5,Paget disease of nipple,,"Paget disease of the nipple describes a rare presentation of breast cancer, seen most frequently in women aged 50-60, manifesting with nipple drainage and itching, erythema, crusty, excoriated nipple, thickened plaques and hyperpigmentation (less frequently). It is due to tumour cells invading the nipple-areola complex and represents 1%-3% of all new breast cancer diagnoses.",,
2E66,Carcinoma in situ of cervix uteri,,,,Low grade squamous intraepithelial lesion of cervix uteri; melanoma in situ of cervix
2E66.2,High grade squamous intraepithelial lesion of cervix uteri,,,,
2E67,Carcinoma in situ of other or unspecified genital organs,,,,Melanoma in situ neoplasms
2E67.0,Carcinoma in situ of endometrium,,,,
2E67.1,Carcinoma in situ of vulva,,,,Low grade squamous intraepithelial lesion of vulva
2E67.11,Vulvar Paget disease,,"An uncommon intraepithelial malignant neoplasm of eccrine or apocrine origin, arising from the vulva. It usually affects post-menopausal women. In approximately 10-20% of the cases there is an associated anorectal, or urothelial carcinoma or a skin appendage adenocarcinoma identified. It presents as a red, eczematous lesion. Microscopically, it is characterised by the presence of the typical Paget cells which are large, round cells with abundant cytoplasm and prominent nuclei.",,
2E67.12,"Vulvar intraepithelial neoplasia, HPV-independent",,"Vulvar intraepithelial neoplasia (VIN), HPV-independent, is a non-invasive precursor of HPV-independent squamous cell carcinoma of the vulva, characterized by atypia of the basal and parabasal keratinocytes in an otherwise well-differentiated epithelium.",,Low grade squamous intraepithelial lesion of vulva
2E67.13,"High grade squamous intraepithelial lesion of vulva, HPV-associated",,"Squamous intraepithelial lesions (SILs) of the vulva (also known as vulvar intraepithelial neoplasia [VIN]), HPV-associated, are proliferations of squamous cells driven by HPV infection, showing maturation abnormalities and nuclear hyperchromasia that do not extend beyond the basement membrane.",,
2E67.2,Carcinoma in situ of vagina,,,,
2E67.22,High grade squamous intraepithelial lesion of vagina,,,,
2E67.3,Carcinoma in situ of other or unspecified female genital organs,,,,
